# lattice: square
# precision: 15
# Lx Ly Jx Jy T 1/T F/N E/N C/N
4 4 1.000000000000000e+00 1.000000000000000e+00 1.538461538461538e+00 6.500000000000000e-01 -2.076721244097284e+00 -1.942482801441425e+00 2.242324744349552e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.526717557251908e+00 6.550000000000000e-01 -2.075706487334083e+00 -1.945072184942907e+00 2.167651677329983e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.515151515151515e+00 6.600000000000000e-01 -2.074726248100281e+00 -1.947537496292727e+00 2.095613335789959e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.503759398496241e+00 6.650000000000000e-01 -2.073778839158020e+00 -1.949885120037045e+00 2.026115839382804e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.492537313432836e+00 6.700000000000000e-01 -2.072862669969178e+00 -1.952121092484617e+00 1.959067530146277e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.481481481481481e+00 6.750000000000000e-01 -2.071976240605088e+00 -1.954251120666118e+00 1.894379147513738e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.470588235294118e+00 6.800000000000000e-01 -2.071118136061266e+00 -1.956280600444343e+00 1.831963958371816e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.459854014598540e+00 6.850000000000001e-01 -2.070287020950182e+00 -1.958214633774391e+00 1.771737848612516e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.449275362318841e+00 6.899999999999999e-01 -2.069481634546827e+00 -1.960058045121362e+00 1.713619381892053e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.438848920863310e+00 6.950000000000000e-01 -2.068700786163234e+00 -1.961815397049775e+00 1.657529830638273e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.428571428571429e+00 7.000000000000000e-01 -2.067943350829712e+00 -1.963491005004206e+00 1.603393183737155e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.418439716312057e+00 7.050000000000000e-01 -2.067208265261860e+00 -1.965088951304647e+00 1.551136134779669e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.408450704225352e+00 7.100000000000000e-01 -2.066494524093884e+00 -1.966613098383123e+00 1.500688054254564e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.398601398601399e+00 7.150000000000000e-01 -2.065801176359932e+00 -1.968067101290214e+00 1.451980948629270e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.388888888888889e+00 7.200000000000000e-01 -2.065127322206448e+00 -1.969454419501582e+00 1.404949408866668e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.379310344827586e+00 7.250000000000000e-01 -2.064472109819674e+00 -1.970778328055414e+00 1.359530550574932e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.369863013698630e+00 7.300000000000001e-01 -2.063834732553486e+00 -1.972041928052042e+00 1.315663947676142e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.360544217687075e+00 7.350000000000000e-01 -2.063214426243819e+00 -1.973248156546995e+00 1.273291561206777e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.351351351351351e+00 7.400000000000000e-01 -2.062610466696843e+00 -1.974399795868323e+00 1.232357664621943e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.342281879194631e+00 7.450000000000000e-01 -2.062022167338973e+00 -1.975499482388506e+00 1.192808766763889e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.333333333333333e+00 7.500000000000000e-01 -2.061448877017623e+00 -1.976549714780395e+00 1.154593533472433e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.324503311258278e+00 7.549999999999999e-01 -2.060889977942390e+00 -1.977552861785788e+00 1.117662708652197e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.315789473684211e+00 7.599999999999999e-01 -2.060344883757093e+00 -1.978511169524112e+00 1.081969035474935e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.307189542483660e+00 7.650000000000000e-01 -2.059813037733755e+00 -1.979426768367653e+00 1.047467178272067e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.298701298701299e+00 7.700000000000000e-01 -2.059293911080252e+00 -1.980301679408575e+00 1.014113645570200e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 1.290322580645161e+00 7.750000000000000e-01 -2.058787001353947e+00 -1.981137820541810e+00 9.818667146326118e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.282051282051282e+00 7.800000000000000e-01 -2.058291830974161e+00 -1.981937012186710e+00 9.506863577920718e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.273885350318471e+00 7.850000000000000e-01 -2.057807945826843e+00 -1.982700982669181e+00 9.205341707968433e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.265822784810126e+00 7.900000000000000e-01 -2.057334913955267e+00 -1.983431373284858e+00 8.913733033343463e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.257861635220126e+00 7.950000000000000e-01 -2.056872324331040e+00 -1.984129743062746e+00 8.631683918510555e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.250000000000000e+00 8.000000000000000e-01 -2.056419785700065e+00 -1.984797573247666e+00 8.358854947474854e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.242236024844720e+00 8.050000000000000e-01 -2.055976925498545e+00 -1.985436271518774e+00 8.094920299940642e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.234567901234568e+00 8.100000000000001e-01 -2.055543388834380e+00 -1.986047175960428e+00 7.839567151853558e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.226993865030675e+00 8.149999999999999e-01 -2.055118837529724e+00 -1.986631558800652e+00 7.592495100297275e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.219512195121951e+00 8.200000000000001e-01 -2.054702949220671e+00 -1.987190629931622e+00 7.353415612497333e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.212121212121212e+00 8.250000000000000e-01 -2.054295416510405e+00 -1.987725540225579e+00 7.122051498569625e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.204819277108434e+00 8.300000000000000e-01 -2.053895946172344e+00 -1.988237384658882e+00 6.898136407503752e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.197604790419162e+00 8.350000000000000e-01 -2.053504258400079e+00 -1.988727205256006e+00 6.681414345800755e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.190476190476190e+00 8.400000000000000e-01 -2.053120086101111e+00 -1.989195993864632e+00 6.471639218094324e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.183431952662722e+00 8.450000000000000e-01 -2.052743174231615e+00 -1.989644694772216e+00 6.268574389046747e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.176470588235294e+00 8.500000000000000e-01 -2.052373279169631e+00 -1.990074207173787e+00 6.071992265766911e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.169590643274854e+00 8.550000000000001e-01 -2.052010168124265e+00 -1.990485387500110e+00 5.881673899975976e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.162790697674419e+00 8.600000000000000e-01 -2.051653618578650e+00 -1.990879051614737e+00 5.697408609129957e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.156069364161850e+00 8.649999999999999e-01 -2.051303417764571e+00 -1.991255976887960e+00 5.518993615710925e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.149425287356322e+00 8.700000000000001e-01 -2.050959362166784e+00 -1.991616904155129e+00 5.346233703896625e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.142857142857143e+00 8.750000000000000e-01 -2.050621257055209e+00 -1.991962539566361e+00 5.178940892826878e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.136363636363636e+00 8.799999999999999e-01 -2.050288916043292e+00 -1.992293556334155e+00 5.016934125707379e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.129943502824859e+00 8.850000000000000e-01 -2.049962160670929e+00 -1.992610596385078e+00 4.860038974001719e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.123595505617978e+00 8.899999999999999e-01 -2.049640820010478e+00 -1.992914271921256e+00 4.708087355975048e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.117318435754190e+00 8.950000000000000e-01 -2.049324730294460e+00 -1.993205166897013e+00 4.560917268911228e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.111111111111111e+00 8.999999999999999e-01 -2.049013734563650e+00 -1.993483838415726e+00 4.418372534293135e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.104972375690608e+00 9.049999999999999e-01 -2.048707682334338e+00 -1.993750818051575e+00 4.280302555320316e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.098901098901099e+00 9.100000000000001e-01 -2.048406429283632e+00 -1.994006613100606e+00 4.146562086121693e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.092896174863388e+00 9.150000000000001e-01 -2.048109836951725e+00 -1.994251707765239e+00 4.017011012069377e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.086956521739130e+00 9.200000000000000e-01 -2.047817772460141e+00 -1.994486564276089e+00 3.891514140617073e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.081081081081081e+00 9.250000000000002e-01 -2.047530108245017e+00 -1.994711623954713e+00 3.769941002122963e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.075268817204301e+00 9.300000000000000e-01 -2.047246721804560e+00 -1.994927308220706e+00 3.652165660124815e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.069518716577540e+00 9.350000000000002e-01 -2.046967495459839e+00 -1.995134019546291e+00 3.538066530586214e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.063829787234043e+00 9.400000000000001e-01 -2.046692316128164e+00 -1.995332142361441e+00 3.427526209627499e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.058201058201058e+00 9.449999999999998e-01 -2.046421075108324e+00 -1.995522043912287e+00 3.320431309311270e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.052631578947368e+00 9.500000000000001e-01 -2.046153667877001e+00 -1.995704075075474e+00 3.216672301043717e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.047120418848168e+00 9.550000000000000e-01 -2.045889993895742e+00 -1.995878571130913e+00 3.116143366202380e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.041666666666667e+00 9.600000000000000e-01 -2.045629956427876e+00 -1.996045852495260e+00 3.018742253603553e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.036269430051814e+00 9.649999999999999e-01 -2.045373462364836e+00 -1.996206225418291e+00 2.924370143453100e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.030927835051547e+00 9.699999999999999e-01 -2.045120422061338e+00 -1.996359982644215e+00 2.832931517439275e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.025641025641026e+00 9.749999999999999e-01 -2.044870749178948e+00 -1.996507404039853e+00 2.744334034650155e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.020408163265306e+00 9.800000000000000e-01 -2.044624360537558e+00 -1.996648757191486e+00 2.658488413006941e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.015228426395939e+00 9.850000000000001e-01 -2.044381175974339e+00 -1.996784297972071e+00 2.575308315929417e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.010101010101010e+00 9.900000000000000e-01 -2.044141118209764e+00 -1.996914271080423e+00 2.494710243966338e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.005025125628141e+00 9.950000000000001e-01 -2.043904112720304e+00 -1.997038910553864e+00 2.416613431128360e-02
4 4 1.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00 -2.043670087617458e+00 -1.997158440255767e+00 2.340939745687376e-02
