# lattice: square
# precision: 15
# Lx Ly Jx Jy T 1/T F/N E/N C/N
32 32 1.000000000000000e+00 1.000000000000000e+00 2.105263157894737e+00 4.750000000000000e-01 -2.071292416719434e+00 -1.656966251322405e+00 9.791145771131158e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 2.083333333333333e+00 4.800000000000000e-01 -2.067086208444180e+00 -1.677719679085606e+00 9.149252641897485e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 2.061855670103093e+00 4.849999999999999e-01 -2.063171628135455e+00 -1.696758059594797e+00 8.589348567031865e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 2.040816326530612e+00 4.900000000000000e-01 -2.059523405466883e+00 -1.714299851452627e+00 8.093732594922731e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 2.020202020202020e+00 4.950000000000000e-01 -2.056119268887047e+00 -1.730520580188545e+00 7.649905238714803e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 2.000000000000000e+00 5.000000000000000e-01 -2.052939428934603e+00 -1.745564527034573e+00 7.248739781986853e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.980198019801980e+00 5.050000000000000e-01 -2.049966186887223e+00 -1.759552479323162e+00 6.883362541616139e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.960784313725490e+00 5.100000000000000e-01 -2.047183629595361e+00 -1.772587056081384e+00 6.548458874803738e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.941747572815534e+00 5.150000000000000e-01 -2.044577385800633e+00 -1.784756497994682e+00 6.239829115461935e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.923076923076923e+00 5.200000000000000e-01 -2.042134427780125e+00 -1.796137448229266e+00 5.954093879835903e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.904761904761905e+00 5.250000000000000e-01 -2.039842907336002e+00 -1.806797045750379e+00 5.688491729029398e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.886792452830188e+00 5.300000000000000e-01 -2.037692018408686e+00 -1.816794535222484e+00 5.440736104982851e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.869158878504673e+00 5.350000000000000e-01 -2.035671880723359e+00 -1.826182527790018e+00 5.208911642383814e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.851851851851852e+00 5.400000000000000e-01 -2.033773440322440e+00 -1.835008003978166e+00 4.991397429767595e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.834862385321101e+00 5.450000000000000e-01 -2.031988383842749e+00 -1.843313122401512e+00 4.786809186094082e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.818181818181818e+00 5.500000000000000e-01 -2.030309064115302e+00 -1.851135879770690e+00 4.593955001817330e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.801801801801802e+00 5.550000000000000e-01 -2.028728435190942e+00 -1.858510655338149e+00 4.411800988880056e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.785714285714286e+00 5.600000000000001e-01 -2.027239995285894e+00 -1.865468664348637e+00 4.239444287695633e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.769911504424779e+00 5.649999999999999e-01 -2.025837736436964e+00 -1.872038338985144e+00 4.076091615902607e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.754385964912281e+00 5.700000000000000e-01 -2.024516099882942e+00 -1.878245650921464e+00 3.921042046205185e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.739130434782609e+00 5.750000000000000e-01 -2.023269936365330e+00 -1.884114386385543e+00 3.773673049891438e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.724137931034483e+00 5.800000000000000e-01 -2.022094470680353e+00 -1.889666382255875e+00 3.633429089455793e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.709401709401710e+00 5.850000000000000e-01 -2.020985269924684e+00 -1.894921729921678e+00 3.499812220804330e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.694915254237288e+00 5.900000000000000e-01 -2.019938214966211e+00 -1.899898952273490e+00 3.372374294268035e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.680672268907563e+00 5.950000000000000e-01 -2.018949474743080e+00 -1.904615158141610e+00 3.250710438418813e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.666666666666667e+00 6.000000000000000e-01 -2.018015483053214e+00 -1.909086177684075e+00 3.134453581261704e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.652892561983471e+00 6.050000000000000e-01 -2.017132917544996e+00 -1.913326681586043e+00 3.023269816489648e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.639344262295082e+00 6.100000000000000e-01 -2.016298680660087e+00 -1.917350286426165e+00 2.916854462854565e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.626016260162602e+00 6.150000000000000e-01 -2.015509882313000e+00 -1.921169648161692e+00 2.814928695670681e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.612903225806452e+00 6.200000000000000e-01 -2.014763824120327e+00 -1.924796545359380e+00 2.717236653422391e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.600000000000000e+00 6.250000000000000e-01 -2.014057985016412e+00 -1.928241953536615e+00 2.623542941127268e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.587301587301587e+00 6.300000000000000e-01 -2.013390008112595e+00 -1.931516111763012e+00 2.533630466786755e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.574803149606299e+00 6.350000000000000e-01 -2.012757688674479e+00 -1.934628582497233e+00 2.447298558873081e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.562500000000000e+00 6.400000000000000e-01 -2.012158963106557e+00 -1.937588305489018e+00 2.364361322055823e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.550387596899225e+00 6.450000000000000e-01 -2.011591898846345e+00 -1.940403646456332e+00 2.284646195792783e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.538461538461538e+00 6.500000000000000e-01 -2.011054685081278e+00 -1.943082441147427e+00 2.207992686394276e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.526717557251908e+00 6.550000000000000e-01 -2.010545624211208e+00 -1.945632035313810e+00 2.134251248024615e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.515151515151515e+00 6.600000000000000e-01 -2.010063123987772e+00 -1.948059321049421e+00 2.063282292063633e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.503759398496241e+00 6.650000000000000e-01 -2.009605690269196e+00 -1.950370769891743e+00 1.994955307495819e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.492537313432836e+00 6.700000000000000e-01 -2.009171920335537e+00 -1.952572463029771e+00 1.929148077667939e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.481481481481481e+00 6.750000000000000e-01 -2.008760496715014e+00 -1.954670118920676e+00 1.865745980966832e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.470588235294118e+00 6.800000000000000e-01 -2.008370181477072e+00 -1.956669118579905e+00 1.804641364808383e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.459854014598540e+00 6.850000000000001e-01 -2.007999810952205e+00 -1.958574528777775e+00 1.745732983862136e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.449275362318841e+00 6.899999999999999e-01 -2.007648290842487e+00 -1.960391123348234e+00 1.688925494721356e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.438848920863310e+00 6.950000000000000e-01 -2.007314591690221e+00 -1.962123402791737e+00 1.634129000311356e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.428571428571429e+00 7.000000000000000e-01 -2.006997744675208e+00 -1.963775612333715e+00 1.581258638239982e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.418439716312057e+00 7.050000000000000e-01 -2.006696837713872e+00 -1.965351758582205e+00 1.530234208069607e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.408450704225352e+00 7.100000000000000e-01 -2.006411011835975e+00 -1.966855624912598e+00 1.480979833147461e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.398601398601399e+00 7.150000000000000e-01 -2.006139457816826e+00 -1.968290785693876e+00 1.433423653191044e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.388888888888889e+00 7.200000000000000e-01 -2.005881413044883e+00 -1.969660619458673e+00 1.387497544306768e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.379310344827586e+00 7.250000000000000e-01 -2.005636158606428e+00 -1.970968321108982e+00 1.343136863531895e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.369863013698630e+00 7.300000000000001e-01 -2.005403016570581e+00 -1.972216913240060e+00 1.300280215343229e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.360544217687075e+00 7.350000000000000e-01 -2.005181347459380e+00 -1.973409256656856e+00 1.258869237883254e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.351351351351351e+00 7.400000000000000e-01 -2.004970547888949e+00 -1.974548060149997e+00 1.218848406919094e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.342281879194631e+00 7.450000000000000e-01 -2.004770048368937e+00 -1.975635889591965e+00 1.180164855778237e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.333333333333333e+00 7.500000000000000e-01 -2.004579311248524e+00 -1.976675176408276e+00 1.142768209707177e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.324503311258278e+00 7.549999999999999e-01 -2.004397828798199e+00 -1.977668225473452e+00 1.106610433270168e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.315789473684211e+00 7.599999999999999e-01 -2.004225121417448e+00 -1.978617222476877e+00 1.071645689561132e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.307189542483660e+00 7.650000000000000e-01 -2.004060735959243e+00 -1.979524240799676e+00 1.037830210131913e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.298701298701299e+00 7.700000000000000e-01 -2.003904244162986e+00 -1.980391247939969e+00 1.005122174659187e-01
32 32 1.000000000000000e+00 1.000000000000000e+00 1.290322580645161e+00 7.750000000000000e-01 -2.003755241188201e+00 -1.981220111520624e+00 9.734815994750512e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.282051282051282e+00 7.800000000000000e-01 -2.003613344241876e+00 -1.982012604910671e+00 9.428702341755153e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.273885350318471e+00 7.850000000000000e-01 -2.003478191292922e+00 -1.982770412488818e+00 9.132514656040153e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.265822784810126e+00 7.900000000000000e-01 -2.003349439867692e+00 -1.983495134575180e+00 8.845902285752452e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.257861635220126e+00 7.950000000000000e-01 -2.003226765920992e+00 -1.984188292055073e+00 8.568529227692143e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.250000000000000e+00 8.000000000000000e-01 -2.003109862777426e+00 -1.984851330716830e+00 8.300073352808895e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.242236024844720e+00 8.050000000000000e-01 -2.002998440138299e+00 -1.985485625323752e+00 8.040225683602364e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.234567901234568e+00 8.100000000000001e-01 -2.002892223149659e+00 -1.986092483438741e+00 7.788689719212713e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.226993865030675e+00 8.149999999999999e-01 -2.002790951527408e+00 -1.986673149018634e+00 7.545180804402300e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.219512195121951e+00 8.200000000000001e-01 -2.002694378735655e+00 -1.987228805793972e+00 7.309425538951556e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.212121212121212e+00 8.250000000000000e-01 -2.002602271214842e+00 -1.987760580448683e+00 7.081161224341112e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.204819277108434e+00 8.300000000000000e-01 -2.002514407656328e+00 -1.988269545613063e+00 6.860135344848273e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.197604790419162e+00 8.350000000000000e-01 -2.002430578320456e+00 -1.988756722682404e+00 6.646105080464587e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.190476190476190e+00 8.400000000000000e-01 -2.002350584395242e+00 -1.989223084472734e+00 6.438836849248401e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.183431952662722e+00 8.450000000000000e-01 -2.002274237393102e+00 -1.989669557724214e+00 6.238105876948587e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.176470588235294e+00 8.500000000000000e-01 -2.002201358583169e+00 -1.990097025462042e+00 6.043695791916034e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.169590643274854e+00 8.550000000000001e-01 -2.002131778456942e+00 -1.990506329223924e+00 5.855398243487322e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.162790697674419e+00 8.600000000000000e-01 -2.002065336225160e+00 -1.990898271162565e+00 5.673012542175428e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.156069364161850e+00 8.649999999999999e-01 -2.002001879343931e+00 -1.991273616031024e+00 5.496345320144352e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.149425287356322e+00 8.700000000000001e-01 -2.001941263068299e+00 -1.991633093058204e+00 5.325210210566701e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.142857142857143e+00 8.750000000000000e-01 -2.001883350031533e+00 -1.991977397721264e+00 5.159427544572161e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.136363636363636e+00 8.799999999999999e-01 -2.001828009848547e+00 -1.992307193421246e+00 4.998824064609284e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.129943502824859e+00 8.850000000000000e-01 -2.001775118741985e+00 -1.992623113067787e+00 4.843232653126397e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.123595505617978e+00 8.899999999999999e-01 -2.001724559189555e+00 -1.992925760578432e+00 4.692492075553283e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.117318435754190e+00 8.950000000000000e-01 -2.001676219591336e+00 -1.993215712297566e+00 4.546446736683337e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.111111111111111e+00 8.999999999999999e-01 -2.001629993955857e+00 -1.993493518339832e+00 4.404946449563808e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.104972375690608e+00 9.049999999999999e-01 -2.001585781603791e+00 -1.993759703862391e+00 4.267846216129560e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.098901098901099e+00 9.100000000000001e-01 -2.001543486888234e+00 -1.994014770270241e+00 4.135006018830185e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.092896174863388e+00 9.150000000000001e-01 -2.001503018930561e+00 -1.994259196358450e+00 4.006290622576082e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.086956521739130e+00 9.200000000000000e-01 -2.001464291370938e+00 -1.994493439394952e+00 3.881569386371477e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.081081081081081e+00 9.250000000000002e-01 -2.001427222132637e+00 -1.994717936147285e+00 3.760716084055710e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.075268817204301e+00 9.300000000000000e-01 -2.001391733199316e+00 -1.994933103856490e+00 3.643608733597291e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.069518716577540e+00 9.350000000000002e-01 -2.001357750404526e+00 -1.995139341161119e+00 3.530129434453422e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.063829787234043e+00 9.400000000000001e-01 -2.001325203232724e+00 -1.995337028974182e+00 3.420164212506108e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.058201058201058e+00 9.449999999999998e-01 -2.001294024631127e+00 -1.995526531315622e+00 3.313602872158953e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.052631578947368e+00 9.500000000000001e-01 -2.001264150831767e+00 -1.995708196102816e+00 3.210338855167931e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.047120418848168e+00 9.550000000000000e-01 -2.001235521183184e+00 -1.995882355901383e+00 3.110269105842439e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.041666666666667e+00 9.600000000000000e-01 -2.001208077991179e+00 -1.996049328638493e+00 3.013293942253128e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.036269430051814e+00 9.649999999999999e-01 -2.001181766368126e+00 -1.996209418280694e+00 2.919316933120689e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.030927835051547e+00 9.699999999999999e-01 -2.001156534090347e+00 -1.996362915478198e+00 2.828244780074134e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.025641025641026e+00 9.749999999999999e-01 -2.001132331463110e+00 -1.996510098177405e+00 2.739987204995480e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.020408163265306e+00 9.800000000000000e-01 -2.001109111192787e+00 -1.996651232203392e+00 2.654456842172151e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.015228426395939e+00 9.850000000000001e-01 -2.001086828265807e+00 -1.996786571813934e+00 2.571569135010862e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.010101010101010e+00 9.900000000000000e-01 -2.001065439834000e+00 -1.996916360226576e+00 2.491242237076815e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.005025125628141e+00 9.950000000000001e-01 -2.001044905105977e+00 -1.997040830120176e+00 2.413396917229824e-02
32 32 1.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00 -2.001025185244226e+00 -1.997160204112251e+00 2.337956468654112e-02
