Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
225	:	1671204388.241	     2.498	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.2269938650306749
226	:	1671204388.319	     2.497	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.2195121951219512
227	:	1671204388.392	     2.521	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.2121212121212122
228	:	1671204388.494	     2.482	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.2048192771084338
229	:	1671204388.565	     2.483	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.1976047904191618
230	:	1671204388.637	     2.476	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.1904761904761905
231	:	1671204388.709	     2.472	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.183431952662722
232	:	1671204388.786	     2.484	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.1764705882352942
233	:	1671204388.859	     2.485	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.1695906432748537
234	:	1671204388.937	     2.480	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.1627906976744187
235	:	1671204389.003	     2.486	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.1560693641618498
236	:	1671204389.069	     2.480	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.1494252873563218
237	:	1671204389.155	     2.470	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.1428571428571428
238	:	1671204389.233	     2.467	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.1363636363636365
239	:	1671204389.337	     2.427	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.1299435028248588
240	:	1671204389.418	     2.423	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.1235955056179776
241	:	1671204389.484	     2.423	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.1173184357541899
242	:	1671204389.581	     2.393	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.1111111111111112
243	:	1671204389.659	     2.394	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.1049723756906078
244	:	1671204389.827	     2.298	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.0989010989010988
245	:	1671204389.887	     2.329	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.0928961748633879
246	:	1671204389.972	     2.323	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.0869565217391304
247	:	1671204390.036	     2.331	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.081081081081081
248	:	1671204390.102	     2.361	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.075268817204301
249	:	1671204390.182	     2.350	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.06951871657754
250	:	1671204390.249	     2.358	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.0638297872340425
251	:	1671204390.329	     2.355	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.0582010582010584
252	:	1671204390.406	     2.356	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.0526315789473684
253	:	1671204390.481	     2.347	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.0471204188481675
254	:	1671204390.565	     2.346	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.0416666666666667
255	:	1671204390.646	     2.325	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.0362694300518136
256	:	1671204390.738	     2.311	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.0309278350515465
257	:	1671204390.816	     2.309	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.0256410256410258
258	:	1671204390.912	     2.279	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.0204081632653061
259	:	1671204390.975	     2.292	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.015228426395939
260	:	1671204391.047	     2.288	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.0101010101010102
261	:	1671204391.113	     2.288	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.0050251256281406
262	:	1671204391.181	     2.302	0	226	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 8 1.0
263	:	1671204391.270	     2.293	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.857142857142857
264	:	1671204391.343	     2.292	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.8169014084507045
265	:	1671204391.416	     2.289	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.7777777777777777
266	:	1671204391.488	     2.279	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.73972602739726
267	:	1671204391.548	     2.294	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.7027027027027026
268	:	1671204391.624	     2.281	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.6666666666666665
269	:	1671204391.699	     2.279	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.6315789473684212
270	:	1671204391.764	     2.282	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.5974025974025974
271	:	1671204391.840	     2.284	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.564102564102564
272	:	1671204391.906	     2.311	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.531645569620253
273	:	1671204391.975	     2.320	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.5
274	:	1671204392.053	     2.302	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.4691358024691357
275	:	1671204392.125	     2.302	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.4390243902439024
276	:	1671204392.217	     2.292	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.4096385542168677
277	:	1671204392.294	     2.282	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.380952380952381
278	:	1671204392.366	     2.281	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.3529411764705883
279	:	1671204392.463	     2.256	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.3255813953488373
280	:	1671204392.532	     2.258	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.2988505747126435
281	:	1671204392.606	     2.251	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.272727272727273
282	:	1671204392.684	     2.239	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.247191011235955
283	:	1671204392.761	     2.222	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.2222222222222223
284	:	1671204392.827	     2.240	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.1978021978021975
285	:	1671204392.911	     2.226	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.1739130434782608
286	:	1671204392.971	     2.256	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.150537634408602
287	:	1671204393.049	     2.250	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.127659574468085
288	:	1671204393.125	     2.256	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.1052631578947367
289	:	1671204393.191	     2.259	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.0833333333333335
290	:	1671204393.268	     2.255	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.061855670103093
291	:	1671204393.334	     2.270	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.0408163265306123
292	:	1671204393.400	     2.288	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.0202020202020203
293	:	1671204393.483	     2.289	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 2.0
294	:	1671204393.564	     2.275	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.9801980198019802
295	:	1671204393.635	     2.280	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.9607843137254901
296	:	1671204393.704	     2.293	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.941747572815534
297	:	1671204393.767	     2.296	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.923076923076923
298	:	1671204393.842	     2.299	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.9047619047619047
299	:	1671204393.905	     2.299	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.8867924528301885
300	:	1671204393.978	     2.310	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.8691588785046729
301	:	1671204394.046	     2.309	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.8518518518518516
302	:	1671204394.124	     2.307	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.8348623853211008
303	:	1671204394.217	     2.305	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.8181818181818181
304	:	1671204394.295	     2.299	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.8018018018018016
305	:	1671204394.355	     2.302	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.7857142857142856
306	:	1671204394.426	     2.311	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.7699115044247788
307	:	1671204394.509	     2.312	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.7543859649122808
308	:	1671204394.575	     2.329	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.7391304347826089
309	:	1671204394.647	     2.323	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.7241379310344829
310	:	1671204394.719	     2.332	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.7094017094017095
311	:	1671204394.790	     2.337	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.6949152542372883
312	:	1671204394.856	     2.348	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.680672268907563
313	:	1671204394.922	     2.351	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.6666666666666667
314	:	1671204394.982	     2.367	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.6528925619834711
315	:	1671204395.066	     2.357	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.639344262295082
316	:	1671204395.137	     2.363	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.6260162601626016
317	:	1671204395.227	     2.348	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.6129032258064517
318	:	1671204395.299	     2.345	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.6
319	:	1671204395.380	     2.340	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.5873015873015872
320	:	1671204395.450	     2.340	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.574803149606299
321	:	1671204395.522	     2.335	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.5625
322	:	1671204395.605	     2.322	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.5503875968992247
323	:	1671204395.688	     2.314	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.5384615384615383
324	:	1671204395.772	     2.309	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.5267175572519083
325	:	1671204395.838	     2.329	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.5151515151515151
326	:	1671204395.915	     2.322	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.5037593984962405
327	:	1671204395.998	     2.317	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.4925373134328357
328	:	1671204396.064	     2.354	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.4814814814814814
329	:	1671204396.140	     2.360	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.4705882352941175
330	:	1671204396.204	     2.371	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.4598540145985401
331	:	1671204396.288	     2.366	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.4492753623188408
332	:	1671204396.354	     2.385	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.4388489208633095
333	:	1671204396.432	     2.381	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.4285714285714286
334	:	1671204396.521	     2.365	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.4184397163120568
335	:	1671204396.593	     2.358	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.4084507042253522
336	:	1671204396.657	     2.362	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.3986013986013988
337	:	1671204396.737	     2.367	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.3888888888888888
338	:	1671204396.821	     2.345	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.3793103448275863
339	:	1671204396.905	     2.332	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.36986301369863
340	:	1671204396.971	     2.328	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.3605442176870748
341	:	1671204397.052	     2.309	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.3513513513513513
342	:	1671204397.126	     2.328	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.342281879194631
343	:	1671204397.204	     2.328	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.3333333333333333
344	:	1671204397.272	     2.347	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.3245033112582782
345	:	1671204397.349	     2.348	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.3157894736842106
346	:	1671204397.422	     2.367	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.3071895424836601
347	:	1671204397.501	     2.376	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.2987012987012987
348	:	1671204397.575	     2.373	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.2903225806451613
349	:	1671204397.645	     2.375	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.282051282051282
350	:	1671204397.721	     2.373	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.2738853503184713
351	:	1671204397.791	     2.382	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.2658227848101264
352	:	1671204397.856	     2.400	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.2578616352201257
353	:	1671204397.927	     2.398	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.25
354	:	1671204398.001	     2.411	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.2422360248447204
355	:	1671204398.080	     2.422	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.2345679012345678
356	:	1671204398.167	     2.407	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.2269938650306749
357	:	1671204398.236	     2.411	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.2195121951219512
358	:	1671204398.315	     2.427	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.2121212121212122
359	:	1671204398.417	     2.404	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.2048192771084338
360	:	1671204398.501	     2.407	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.1976047904191618
361	:	1671204398.574	     2.458	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.1904761904761905
362	:	1671204398.654	     2.463	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.183431952662722
363	:	1671204398.739	     2.468	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.1764705882352942
364	:	1671204398.813	     2.482	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.1695906432748537
365	:	1671204398.886	     2.481	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.1627906976744187
366	:	1671204398.951	     2.470	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.1560693641618498
367	:	1671204399.020	     2.460	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.1494252873563218
368	:	1671204399.104	     2.450	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.1428571428571428
369	:	1671204399.167	     2.471	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.1363636363636365
370	:	1671204399.236	     2.476	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.1299435028248588
371	:	1671204399.299	     2.487	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.1235955056179776
372	:	1671204399.361	     2.496	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.1173184357541899
373	:	1671204399.454	     2.470	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.1111111111111112
374	:	1671204399.531	     2.472	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.1049723756906078
375	:	1671204399.619	     2.486	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.0989010989010988
376	:	1671204399.696	     2.505	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.0928961748633879
377	:	1671204399.788	     2.490	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.0869565217391304
378	:	1671204399.876	     2.468	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.081081081081081
379	:	1671204399.949	     2.475	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.075268817204301
380	:	1671204400.021	     2.475	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.06951871657754
381	:	1671204400.094	     2.481	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.0638297872340425
382	:	1671204400.172	     2.481	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.0582010582010584
383	:	1671204400.255	     2.470	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.0526315789473684
384	:	1671204400.324	     2.475	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.0471204188481675
385	:	1671204400.412	     2.463	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.0416666666666667
386	:	1671204400.501	     2.444	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.0362694300518136
387	:	1671204400.574	     2.443	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.0309278350515465
388	:	1671204400.646	     2.449	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.0256410256410258
389	:	1671204400.742	     2.438	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.0204081632653061
390	:	1671204400.821	     2.431	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.015228426395939
391	:	1671204400.909	     2.442	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.0101010101010102
392	:	1671204401.032	     2.383	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.0050251256281406
393	:	1671204401.116	     2.373	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 16 1.0
394	:	1671204401.207	     2.381	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.857142857142857
395	:	1671204401.295	     2.360	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.8169014084507045
396	:	1671204401.366	     2.355	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.7777777777777777
397	:	1671204401.420	     2.360	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.73972602739726
398	:	1671204401.480	     2.394	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.7027027027027026
399	:	1671204401.555	     2.394	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.6666666666666665
400	:	1671204401.638	     2.394	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.6315789473684212
401	:	1671204401.713	     2.391	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.5974025974025974
402	:	1671204401.786	     2.400	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.564102564102564
403	:	1671204401.858	     2.394	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.531645569620253
404	:	1671204401.924	     2.395	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.5
405	:	1671204402.003	     2.378	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.4691358024691357
406	:	1671204402.106	     2.341	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.4390243902439024
407	:	1671204402.202	     2.320	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.4096385542168677
408	:	1671204402.277	     2.325	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.380952380952381
409	:	1671204402.343	     2.331	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.3529411764705883
410	:	1671204402.424	     2.339	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.3255813953488373
411	:	1671204402.496	     2.345	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.2988505747126435
412	:	1671204402.575	     2.345	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.272727272727273
413	:	1671204402.653	     2.343	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.247191011235955
414	:	1671204402.726	     2.340	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.2222222222222223
415	:	1671204402.798	     2.332	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.1978021978021975
416	:	1671204402.876	     2.331	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.1739130434782608
417	:	1671204402.945	     2.340	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.150537634408602
418	:	1671204403.016	     2.339	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.127659574468085
419	:	1671204403.094	     2.332	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.1052631578947367
420	:	1671204403.180	     2.319	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.0833333333333335
421	:	1671204403.252	     2.325	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.061855670103093
422	:	1671204403.350	     2.305	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.0408163265306123
423	:	1671204403.415	     2.325	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.0202020202020203
424	:	1671204403.488	     2.351	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 2.0
425	:	1671204403.587	     2.332	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.9801980198019802
426	:	1671204403.656	     2.341	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.9607843137254901
427	:	1671204403.721	     2.345	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.941747572815534
428	:	1671204403.780	     2.641	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.923076923076923
429	:	1671204403.873	     2.627	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.9047619047619047
430	:	1671204403.949	     2.626	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.8867924528301885
431	:	1671204404.033	     2.609	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.8691588785046729
432	:	1671204404.105	     2.598	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.8518518518518516
433	:	1671204404.186	     2.576	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.8348623853211008
434	:	1671204404.251	     2.575	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.8181818181818181
435	:	1671204404.319	     2.573	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.8018018018018016
436	:	1671204404.380	     2.590	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.7857142857142856
437	:	1671204404.446	     2.608	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.7699115044247788
438	:	1671204404.521	     2.608	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.7543859649122808
439	:	1671204404.602	     2.595	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.7391304347826089
440	:	1671204404.673	     2.608	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.7241379310344829
441	:	1671204404.763	     2.591	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.7094017094017095
442	:	1671204404.841	     2.586	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.6949152542372883
443	:	1671204404.919	     2.581	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.680672268907563
444	:	1671204404.997	     2.584	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.6666666666666667
445	:	1671204405.066	     2.591	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.6528925619834711
446	:	1671204405.129	     2.590	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.639344262295082
447	:	1671204405.207	     2.578	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.6260162601626016
448	:	1671204405.284	     2.575	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.6129032258064517
449	:	1671204405.355	     2.572	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.6
450	:	1671204405.426	     2.574	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.5873015873015872
451	:	1671204405.498	     2.584	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.574803149606299
452	:	1671204405.578	     2.575	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.5625
453	:	1671204405.656	     2.575	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.5503875968992247
454	:	1671204405.740	     2.578	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.5384615384615383
