Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
455	:	1671204405.839	     2.555	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.5267175572519083
456	:	1671204405.918	     2.542	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.5151515151515151
457	:	1671204405.996	     2.524	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.5037593984962405
458	:	1671204406.066	     2.526	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.4925373134328357
459	:	1671204406.420	     2.271	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.4814814814814814
460	:	1671204406.500	     2.266	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.4705882352941175
461	:	1671204406.575	     2.263	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.4598540145985401
462	:	1671204406.642	     2.275	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.4492753623188408
463	:	1671204406.702	     2.296	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.4388489208633095
464	:	1671204406.762	     2.304	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.4285714285714286
465	:	1671204406.826	     2.319	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.4184397163120568
466	:	1671204406.892	     2.332	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.4084507042253522
467	:	1671204406.970	     2.336	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.3986013986013988
468	:	1671204407.055	     2.352	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.3888888888888888
469	:	1671204407.128	     2.349	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.3793103448275863
470	:	1671204407.198	     2.348	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.36986301369863
471	:	1671204407.281	     2.331	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.3605442176870748
472	:	1671204407.353	     2.330	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.3513513513513513
473	:	1671204407.428	     2.325	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.342281879194631
474	:	1671204407.500	     2.325	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.3333333333333333
475	:	1671204407.581	     2.316	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.3245033112582782
476	:	1671204407.656	     2.320	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.3157894736842106
477	:	1671204407.718	     2.342	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.3071895424836601
478	:	1671204407.784	     2.355	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.2987012987012987
479	:	1671204407.858	     2.351	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.2903225806451613
480	:	1671204407.928	     2.361	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.282051282051282
481	:	1671204408.000	     2.367	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.2738853503184713
482	:	1671204408.081	     2.367	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.2658227848101264
483	:	1671204408.153	     2.355	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.2578616352201257
484	:	1671204408.231	     2.355	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.25
485	:	1671204408.317	     2.342	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.2422360248447204
486	:	1671204408.394	     2.338	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.2345679012345678
487	:	1671204408.461	     2.345	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.2269938650306749
488	:	1671204408.520	     2.360	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.2195121951219512
489	:	1671204408.592	     2.365	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.2121212121212122
490	:	1671204408.692	     2.327	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.2048192771084338
491	:	1671204408.766	     2.320	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.1976047904191618
492	:	1671204408.838	     2.323	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.1904761904761905
493	:	1671204408.917	     2.322	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.183431952662722
494	:	1671204408.997	     2.345	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.1764705882352942
495	:	1671204409.066	     2.335	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.1695906432748537
496	:	1671204409.144	     2.335	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.1627906976744187
497	:	1671204409.223	     2.355	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.1560693641618498
498	:	1671204409.307	     2.350	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.1494252873563218
499	:	1671204409.408	     2.309	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.1428571428571428
500	:	1671204409.478	     2.312	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.1363636363636365
501	:	1671204409.545	     2.325	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.1299435028248588
502	:	1671204409.611	     2.328	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.1235955056179776
503	:	1671204409.682	     2.338	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.1173184357541899
504	:	1671204409.754	     2.335	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.1111111111111112
505	:	1671204409.825	     2.325	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.1049723756906078
506	:	1671204409.897	     2.324	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.0989010989010988
507	:	1671204409.976	     2.335	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.0928961748633879
508	:	1671204410.059	     2.328	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.0869565217391304
509	:	1671204410.138	     2.329	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.081081081081081
510	:	1671204410.208	     2.321	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.075268817204301
511	:	1671204410.288	     2.315	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.06951871657754
512	:	1671204410.366	     2.315	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.0638297872340425
513	:	1671204410.448	     2.305	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.0582010582010584
514	:	1671204410.508	     2.323	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.0526315789473684
515	:	1671204410.587	     2.309	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.0471204188481675
516	:	1671204410.658	     2.292	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.0416666666666667
517	:	1671204410.732	     2.287	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.0362694300518136
518	:	1671204410.807	     2.284	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.0309278350515465
519	:	1671204410.880	     2.280	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.0256410256410258
520	:	1671204410.958	     2.275	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.0204081632653061
521	:	1671204411.018	     2.290	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.015228426395939
522	:	1671204411.086	     2.283	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.0101010101010102
523	:	1671204411.161	     2.299	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.0050251256281406
524	:	1671204411.238	     2.288	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 32 1.0
525	:	1671204411.342	     2.256	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.857142857142857
526	:	1671204411.401	     2.263	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.8169014084507045
527	:	1671204411.479	     2.274	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.7777777777777777
528	:	1671204411.579	     2.289	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.73972602739726
529	:	1671204411.657	     2.293	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.7027027027027026
530	:	1671204411.717	     2.323	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.6666666666666665
531	:	1671204411.789	     2.322	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.6315789473684212
532	:	1671204411.870	     2.308	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.5974025974025974
533	:	1671204411.939	     2.334	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.564102564102564
534	:	1671204412.020	     2.306	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.531645569620253
535	:	1671204412.089	     2.309	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.5
536	:	1671204412.150	     2.314	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.4691358024691357
537	:	1671204412.222	     2.309	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.4390243902439024
538	:	1671204412.310	     2.292	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.4096385542168677
539	:	1671204412.387	     2.276	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.380952380952381
540	:	1671204412.468	     2.261	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.3529411764705883
541	:	1671204412.529	     2.283	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.3255813953488373
542	:	1671204412.603	     2.282	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.2988505747126435
543	:	1671204412.681	     2.311	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.272727272727273
544	:	1671204412.753	     2.308	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.247191011235955
545	:	1671204412.831	     2.316	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.2222222222222223
546	:	1671204412.895	     2.319	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.1978021978021975
547	:	1671204412.950	     2.336	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.1739130434782608
548	:	1671204413.019	     2.353	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.150537634408602
549	:	1671204413.091	     2.348	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.127659574468085
550	:	1671204413.160	     2.347	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.1052631578947367
551	:	1671204413.232	     2.340	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.0833333333333335
552	:	1671204413.307	     2.334	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.061855670103093
553	:	1671204413.369	     2.350	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.0408163265306123
554	:	1671204413.459	     2.329	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.0202020202020203
555	:	1671204413.525	     2.348	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 2.0
556	:	1671204413.598	     2.353	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.9801980198019802
557	:	1671204413.665	     2.358	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.9607843137254901
558	:	1671204413.753	     2.345	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.941747572815534
559	:	1671204413.867	     2.303	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.923076923076923
560	:	1671204413.951	     2.288	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.9047619047619047
561	:	1671204414.041	     2.268	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.8867924528301885
562	:	1671204414.111	     2.266	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.8691588785046729
563	:	1671204414.177	     2.282	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.8518518518518516
564	:	1671204414.272	     2.271	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.8348623853211008
565	:	1671204414.327	     2.294	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.8181818181818181
566	:	1671204414.399	     2.307	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.8018018018018016
567	:	1671204414.464	     2.314	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.7857142857142856
568	:	1671204414.531	     2.328	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.7699115044247788
569	:	1671204414.602	     2.331	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.7543859649122808
570	:	1671204414.662	     2.344	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.7391304347826089
571	:	1671204414.729	     2.355	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.7241379310344829
572	:	1671204414.813	     2.360	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.7094017094017095
573	:	1671204414.886	     2.371	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.6949152542372883
574	:	1671204414.992	     2.335	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.680672268907563
575	:	1671204415.060	     2.343	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.6666666666666667
576	:	1671204415.147	     2.330	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.6528925619834711
577	:	1671204415.213	     2.349	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.639344262295082
578	:	1671204415.287	     2.354	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.6260162601626016
579	:	1671204415.373	     2.337	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.6129032258064517
580	:	1671204415.439	     2.343	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.6
581	:	1671204415.507	     2.361	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.5873015873015872
582	:	1671204415.573	     2.361	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.574803149606299
583	:	1671204415.640	     2.382	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.5625
584	:	1671204415.719	     2.367	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.5503875968992247
585	:	1671204415.788	     2.360	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.5384615384615383
586	:	1671204415.873	     2.348	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.5267175572519083
587	:	1671204415.951	     2.335	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.5151515151515151
588	:	1671204416.023	     2.342	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.5037593984962405
589	:	1671204416.099	     2.510	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.4925373134328357
590	:	1671204416.171	     2.529	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.4814814814814814
591	:	1671204416.238	     2.532	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.4705882352941175
592	:	1671204416.309	     2.543	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.4598540145985401
593	:	1671204416.377	     2.536	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.4492753623188408
594	:	1671204416.458	     2.528	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.4388489208633095
595	:	1671204416.544	     2.512	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.4285714285714286
596	:	1671204416.620	     2.508	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.4184397163120568
597	:	1671204416.705	     2.495	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.4084507042253522
598	:	1671204416.777	     2.495	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.3986013986013988
599	:	1671204416.859	     2.496	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.3888888888888888
600	:	1671204416.933	     2.501	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.3793103448275863
601	:	1671204417.006	     2.487	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.36986301369863
602	:	1671204417.084	     2.486	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.3605442176870748
603	:	1671204417.172	     2.472	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.3513513513513513
604	:	1671204417.256	     2.470	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.342281879194631
605	:	1671204417.328	     2.473	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.3333333333333333
606	:	1671204417.403	     2.462	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.3245033112582782
607	:	1671204417.477	     2.461	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.3157894736842106
608	:	1671204417.562	     2.454	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.3071895424836601
609	:	1671204417.640	     2.459	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.2987012987012987
610	:	1671204417.709	     2.467	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.2903225806451613
611	:	1671204417.781	     2.468	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.282051282051282
612	:	1671204417.868	     2.457	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.2738853503184713
613	:	1671204417.934	     2.476	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.2658227848101264
614	:	1671204418.022	     2.472	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.2578616352201257
615	:	1671204418.086	     2.489	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.25
616	:	1671204418.148	     2.492	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.2422360248447204
617	:	1671204418.221	     2.488	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.2345679012345678
618	:	1671204418.285	     2.483	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.2269938650306749
619	:	1671204418.364	     2.465	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.2195121951219512
620	:	1671204418.609	     2.299	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.2121212121212122
621	:	1671204418.699	     2.287	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.2048192771084338
622	:	1671204418.770	     2.302	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.1976047904191618
623	:	1671204418.852	     2.289	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.1904761904761905
624	:	1671204418.914	     2.292	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.183431952662722
625	:	1671204418.986	     2.235	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.1764705882352942
626	:	1671204419.056	     2.167	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.1695906432748537
627	:	1671204419.127	     2.097	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.1627906976744187
628	:	1671204419.199	     2.027	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.1560693641618498
629	:	1671204419.271	     1.956	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.1494252873563218
630	:	1671204419.355	     1.872	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.1428571428571428
631	:	1671204419.435	     1.794	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.1363636363636365
632	:	1671204419.493	     1.736	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.1299435028248588
633	:	1671204419.570	     1.661	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.1235955056179776
634	:	1671204419.643	     1.589	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.1173184357541899
635	:	1671204419.726	     1.506	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.1111111111111112
636	:	1671204419.800	     1.434	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.1049723756906078
637	:	1671204419.865	     1.369	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.0989010989010988
638	:	1671204419.938	     1.298	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.0928961748633879
639	:	1671204420.016	     1.220	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.0869565217391304
640	:	1671204420.099	     1.140	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.081081081081081
641	:	1671204420.176	     1.063	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.075268817204301
642	:	1671204420.249	     0.991	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.06951871657754
643	:	1671204420.324	     0.918	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.0638297872340425
644	:	1671204420.411	     0.832	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.0582010582010584
645	:	1671204420.494	     0.750	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.0526315789473684
646	:	1671204420.575	     0.671	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.0471204188481675
647	:	1671204420.640	     0.606	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.0416666666666667
648	:	1671204420.709	     0.538	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.0362694300518136
649	:	1671204420.768	     0.481	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.0309278350515465
650	:	1671204420.830	     0.420	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.0256410256410258
651	:	1671204420.907	     0.343	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.0204081632653061
652	:	1671204420.985	     0.267	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.015228426395939
653	:	1671204421.071	     0.181	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.0101010101010102
654	:	1671204421.141	     0.112	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.0050251256281406
655	:	1671204421.206	     0.049	0	228	0	0	/home/wistaria/build/exact/ising/free_energy/square_finite 64 1.0
